datetime,LINK_ID,ROAD_ROUTE_ID,SECTN_CAR_CNT,TR_VOL_5MN,SM_TR_VOL_5MN,MD_TR_VOL_5MN,LG_TR_VOL_5MN,TR_VOL_15MN,SM_TR_VOL_15MN,MD_TR_VOL_15MN,LG_TR_VOL_15MN,TR_VOL_YMDH,SM_TR_VOL_YMDH,MD_TR_VOL_YMDH,LG_TR_VOL_YMDH
202205010245,1860217400,AD2500001044,3,13,4,2,7,29,11,4,14,,,,
202205010525,1860217400,AD2500001044,3,4,0,2,2,,,,,,,,
202205010625,1860217400,AD2500001044,2,8,3,1,4,,,,,,,,
202205010845,1860217400,AD2500001044,23,31,27,3,1,72,57,10,5,,,,
202205020045,1860217400,AD2500001044,3,17,4,2,11,33,7,6,20,,,,
202205020205,1860217400,AD2500001044,2,9,2,5,2,,,,,,,,
202205020925,1860217400,AD2500001044,30,35,27,8,0,,,,,,,,
202205030405,1860217400,AD2500001044,0,9,1,3,5,,,,,,,,
202205020105,1860217400,AD2500001044,2,15,2,5,8,,,,,,,,
202205020225,1860217400,AD2500001044,0,4,0,0,4,,,,,,,,
202205020945,1860217400,AD2500001044,24,59,44,15,0,139,97,37,5,,,,
202205030425,1860217400,AD2500001044,0,7,1,2,4,,,,,,,,
202205020125,1860217400,AD2500001044,0,7,2,3,2,,,,,,,,
202205020245,1860217400,AD2500001044,0,14,1,3,10,30,4,7,19,,,,
202205021005,1860217400,AD2500001044,13,63,47,14,2,,,,,,,,
202205030445,1860217400,AD2500001044,0,15,4,5,6,38,11,13,14,,,,
202205020145,1860217400,AD2500001044,0,4,1,3,0,32,8,6,18,,,,
202205020305,1860217400,AD2500001044,0,10,1,4,5,,,,,,,,
202205021025,1860217400,AD2500001044,10,34,29,4,1,,,,,,,,
202205030505,1860217400,AD2500001044,3,5,3,0,2,,,,,,,,
202205040445,1860217400,AD2500001044,4,5,2,1,2,19,6,3,10,,,,
202205040345,1860217400,AD2500001044,0,8,2,1,5,24,7,3,14,,,,
202205040505,1860217400,AD2500001044,4,6,1,2,3,,,,,,,,
202205050545,1860217400,AD2500001044,7,7,1,1,5,36,5,4,27,,,,
202205041225,1860217400,AD2500001044,17,62,62,0,0,,,,,,,,
202205040405,1860217400,AD2500001044,0,10,4,2,4,,,,,,,,
202205040525,1860217400,AD2500001044,2,14,3,5,6,,,,,,,,
202205050605,1860217400,AD2500001044,0,16,4,3,9,,,,,,,,
202205041245,1860217400,AD2500001044,17,103,103,0,0,255,255,0,0,,,,
202205040425,1860217400,AD2500001044,2,6,2,0,4,,,,,,,,
202205040545,1860217400,AD2500001044,8,12,1,3,8,58,19,8,31,,,,
202205050625,1860217400,AD2500001044,8,21,5,8,8,,,,,,,,
202205041305,1860217400,AD2500001044,22,101,101,0,0,,,,,,,,
202205060505,1860217400,AD2500001044,7,6,2,4,0,,,,,,,,
202205060625,1860217400,AD2500001044,5,7,1,2,4,,,,,,,,
202205070705,1860217400,AD2500001044,9,21,14,3,4,,,,,,,,
202205061345,1860217400,AD2500001044,28,40,40,0,0,112,112,0,0,,,,
202205060525,1860217400,AD2500001044,9,7,0,2,5,,,,,,,,
202205060645,1860217400,AD2500001044,13,15,2,7,6,42,9,13,20,,,,
202205070725,1860217400,AD2500001044,15,8,5,2,1,,,,,,,,
202205061405,1860217400,AD2500001044,32,45,45,0,0,,,,,,,,
202205060545,1860217400,AD2500001044,17,7,4,0,3,34,11,5,18,,,,
202205060705,1860217400,AD2500001044,28,16,10,2,4,,,,,,,,
202205070745,1860217400,AD2500001044,24,18,14,4,0,46,33,10,3,,,,
202205061425,1860217400,AD2500001044,10,21,21,0,0,,,,,,,,
202205060605,1860217400,AD2500001044,10,10,2,4,4,,,,,,,,
202205060725,1860217400,AD2500001044,34,14,10,2,2,,,,,,,,
202205070805,1860217400,AD2500001044,0,18,15,2,1,,,,,,,,
202205061445,1860217400,AD2500001044,26,46,46,0,0,115,115,0,0,,,,
202205122345,1860217400,AD2500001044,3,24,11,2,11,55,19,10,26,,,,
202205211625,1860217400,AD2500001044,21,55,55,0,0,,,,,,,,
202205130945,1860217400,AD2500001044,33,24,20,4,0,70,59,11,0,,,,
202205152125,1860217400,AD2500001044,5,30,5,14,11,,,,,,,,
202205130005,1860217400,AD2500001044,9,15,7,4,4,,,,,,,,
202205211645,1860217400,AD2500001044,13,56,56,0,0,163,163,0,0,,,,
202205131005,1860217400,AD2500001044,12,34,30,3,1,,,,,,,,
202205152145,1860217400,AD2500001044,9,46,14,12,20,116,34,30,52,,,,
202205130025,1860217400,AD2500001044,0,10,3,1,6,,,,,,,,
202205131025,1860217400,AD2500001044,22,28,25,2,1,,,,,,,,
202205211705,1860217400,AD2500001044,36,56,56,0,0,,,,,,,,
202205152205,1860217400,AD2500001044,5,56,21,15,20,,,,,,,,
202205130045,1860217400,AD2500001044,3,7,1,3,3,34,7,15,12,,,,
202205211725,1860217400,AD2500001044,27,54,54,0,0,,,,,,,,
202205131045,1860217400,AD2500001044,9,39,39,0,0,89,89,0,0,,,,
202205152225,1860217400,AD2500001044,6,21,4,7,10,,,,,,,,
202205130105,1860217400,AD2500001044,3,10,0,2,8,,,,,,,,
202205211745,1860217400,AD2500001044,53,62,62,0,0,176,176,0,0,,,,
202205131105,1860217400,AD2500001044,25,39,39,0,0,,,,,,,,
202205152245,1860217400,AD2500001044,7,50,22,11,17,97,36,20,41,,,,
202205130125,1860217400,AD2500001044,0,11,4,3,4,,,,,,,,
202205131125,1860217400,AD2500001044,11,31,31,0,0,,,,,,,,
202205211805,1860217400,AD2500001044,39,63,63,0,0,,,,,,,,
202205152305,1860217400,AD2500001044,7,19,4,4,11,,,,,,,,
202205130145,1860217400,AD2500001044,0,9,4,3,2,29,8,6,15,,,,
202205211825,1860217400,AD2500001044,23,52,52,0,0,,,,,,,,
202205131145,1860217400,AD2500001044,45,40,40,0,0,118,118,0,0,,,,
202205152325,1860217400,AD2500001044,3,17,5,7,5,,,,,,,,
202205130205,1860217400,AD2500001044,0,14,2,6,6,,,,,,,,
202205211845,1860217400,AD2500001044,37,55,55,0,0,148,148,0,0,,,,
202205131205,1860217400,AD2500001044,42,49,49,0,0,,,,,,,,
202205152345,1860217400,AD2500001044,2,17,3,8,6,57,13,15,29,,,,
202205130225,1860217400,AD2500001044,0,5,1,2,2,,,,,,,,
202205131225,1860217400,AD2500001044,0,13,13,0,0,,,,,,,,
202205211905,1860217400,AD2500001044,30,51,51,0,0,,,,,,,,
202205160005,1860217400,AD2500001044,4,21,3,8,10,,,,,,,,
202205130245,1860217400,AD2500001044,2,5,2,0,3,17,5,3,9,,,,
202205131245,1860217400,AD2500001044,16,54,54,0,0,121,121,0,0,,,,
202205211925,1860217400,AD2500001044,7,29,29,0,0,,,,,,,,
